Title,Section,call_number,MinCredit,MaxCredit,MaxEnrollment,Cur_Enroll,Status,StartDate,EndDate,Instructor,Term,Meeting_day,start_time,end_time,site,Building,Room,Activity,control,Argument,value,Operator 
Temp Struct in Heavy Con,CM 581A,10408,3,3,30,23,O,2019-08-26Z,2019-12-20Z,Loomis P,2019F,F,11:00:00Z,13:30:00Z,Castle Point,E,329,LEC,NA,NA,NA,NA
Construction Mgmt. II,CM 590A,12286,3,3,20,24,C,2019-08-26Z,2019-12-20Z,Lester E,2019F,M,11:00:00Z,13:30:00Z,Castle Point,P,216,LEC,NA,NA,NA,NA
Construction Mgmt. II,CM 590WS,11889,3,3,80,0,X,2019-08-26Z,2019-12-20Z,Lester E,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Adv Proj Controls in Built Env,CM 592A,10409,3,3,20,23,C,2019-08-26Z,2019-12-20Z,Varma K,2019F,T,14:30:00Z,17:00:00Z,Castle Point,M,105,LEC,NA,NA,NA,NA
Construction Safety Management,CM 605A,10411,3,3,25,28,C,2019-08-26Z,2019-12-20Z,Schwed J,2019F,R,14:30:00Z,17:00:00Z,Castle Point,B,514,LEC,NA,,,
Construction Safety Management,CM 605WS,11890,3,3,50,11,O,2019-08-26Z,2019-12-20Z,Schwed J,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Large-Scale Project Cost Anal.,CM 609A,10412,3,3,24,0,X,2019-08-26Z,2019-12-20Z,Valerio M,2019F,M,11:00:00Z,13:30:00Z,Castle Point,,,LEC,NA,,,
Practicum in Construction Mgt.,CM 671A,10413,3,3,30,30,C,2019-08-26Z,2019-12-20Z,Lester E,2019F,T,11:30:00Z,14:00:00Z,Castle Point,X,119,LEC,NA,,,
Practicum in Construction Mgt.,CM 671WS,11891,3,3,50,5,O,2019-08-26Z,2019-12-20Z,Lester H,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Curricular Practical Training,CM 701A,10415,1,3,999,39,O,2019-08-26Z,2019-12-20Z,Lester E,2019F,TBA,NA,NA,Castle Point,OFF,TBA,LEC,NA,,,
Special Prob in CM (MS),CM 800A,10417,1,6,0,1,C,2019-08-26Z,2019-12-20Z,Braida W,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob in CM (PHD),CM 801A,10418,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Hajj M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Scheduling,CM 810B,10420,3,60,24,24,C,2019-08-26Z,2019-12-20Z,Bachowski A,2019F,W,14:30:00Z,17:00:00Z,Castle Point,X,414,LEC,NA,,,
Mgmnt of Multi-National Projects,CM 810W1,11892,3,60,30,3,O,2019-08-26Z,2019-12-20Z,Ezeldin S,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Scheduling,CM 810WS,11893,3,60,24,12,O,2019-08-26Z,2019-12-20Z,Bachowski A,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Research in CM (PHD),CM 960A,10421,1,60,999,0,O,2019-08-26Z,2019-12-20Z,Hajj M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in CM (PHD),CM 960B,12499,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Ilbeigi M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Seminar in Computer Eng.,CPE 181A,10422,1,1,0,19,O,2019-08-26Z,2019-12-20Z,Yao Y,2019F,F,7:00:00Z,7:50:00Z,Castle Point,X,119,SEM,NA,NA,NA,NA
Engineering Design VI,CPE 322A,10423,2,2,0,7,O,2019-08-26Z,2019-12-20Z,Lu K,2019F,M,6:00:00Z,7:50:00Z,Castle Point,BC,212,L/L,NA,,,
Modeling and Simulation,CPE 345A,10424,3,3,30,27,C,2019-08-26Z,2019-12-20Z,Comaniciu C,2019F,W,6:00:00Z,7:40:00Z,Castle Point,BC,310,LEC,NA,NA,NA,NA
Computnl Data Struct & Algorithm,CPE 360A,10425,3,3,33,19,O,2019-08-26Z,2019-12-20Z,Iyengar M,2019F,T,7:00:00Z,7:50:00Z,Castle Point,X,119,LEC,NA,,,
Microprocessor Systems,CPE 390A,10426,4,4,22,23,C,2019-08-26Z,2019-12-20Z,Kruger D,2019F,T,11:30:00Z,12:20:00Z,Castle Point,B,714,LEC,NA,,,
Microprocessor Systems,CPE 390LA,10427,0,0,20,15,O,2019-08-26Z,2019-12-20Z,Kruger D,2019F,M,8:00:00Z,10:30:00Z,Castle Point,B,123,LAB,NA,,,
Microprocessor Systems,CPE 390LB,10428,0,0,20,0,X,2019-08-26Z,2019-12-20Z,STAFF,2019F,W,5:00:00Z,7:30:00Z,Castle Point,B,123,LAB,NA,,,
Microprocessor Systems,CPE 390LC,10429,0,0,20,8,O,2019-08-26Z,2019-12-20Z,Kruger D,2019F,F,11:00:00Z,13:30:00Z,Castle Point,B,123,LAB,NA,,,
Engineering Design VII,CPE 423A,10430,3,3,100,43,O,2019-08-26Z,2019-12-20Z,Lu K,2019F,T,10:30:00Z,12:20:00Z,Castle Point,GS,122,L/L,NA,,EE  322,
Engineering Design VII,CPE 423X1,10431,3,3,0,2,O,2019-08-26Z,2019-12-20Z,Vesonder G,2019F,TR,10:30:00Z,12:20:00Z,Castle Point,A,115,L/L,NA,NA,NA,NA
Engineering Design VII,CPE 423X2,10432,3,3,0,8,C,2019-08-26Z,2019-12-20Z,Englot B,2019F,TR,10:30:00Z,12:20:00Z,Castle Point,X,218A,L/L,NA,NA,NA,NA
Engineering Design VII,CPE 423X3,12526,3,3,999,4,O,2019-08-26Z,2019-12-20Z,Williams E,2019F,TR,10:30:00Z,12:20:00Z,Castle Point,GS,216,L/L,NA,,EE  322,
Introduction to Wireless Systems,CPE 441A,10434,3,3,0,6,O,2019-08-26Z,2019-12-20Z,Yao Y,2019F,F,8:00:00Z,10:30:00Z,Castle Point,BC,304,LEC,NA,NA,NA,NA
Database Management Systems,CPE 442A,10435,3,3,0,0,O,2019-08-26Z,2019-12-20Z,Varadarajan R,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,GS,123,LEC,NA,,CS  182,
Database Management Systems,CPE 442B,10436,3,3,0,4,O,2019-08-26Z,2019-12-20Z,Wang H,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,GS,021,LEC,NA,,CS  182,
Database Management Systems,CPE 442C,12268,3,3,0,2,C,2019-08-26Z,2019-12-20Z,Wang H,2019F,MWF,8:00:00Z,8:50:00Z,Castle Point,GS,216,LEC,NA,,CS  182,
Intro to Image. Proc. & Coding,CPE 462A,10437,3,3,49,16,O,2019-08-26Z,2019-12-20Z,Man H,2019F,R,14:30:00Z,17:20:00Z,Castle Point,X,105,LEC,NA,NA,NA,NA
Research in CPE I,CPE 485A,10438,3,3,0,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,,,LEC,NA,NA,NA,NA
Digital System Design,CPE 487A,10439,3,3,65,59,O,2019-08-26Z,2019-12-20Z,Lu K,2019F,T,8:30:00Z,9:45:00Z,Castle Point,B,517,LEC,NA,NA,NA,NA
Information Sys. Engineering I,CPE 490A,10440,3,3,49,39,O,2019-08-26Z,2019-12-20Z,Iyengar M,2019F,M,14:15:00Z,17:05:00Z,Castle Point,P,120,LEC,NA,,,
Computer Architecture,CPE 514A,10441,3,3,0,0,O,2019-08-26Z,2019-12-20Z,Peyrovian R,2019F,T,11:30:00Z,14:00:00Z,Castle Point,P,216,LEC,NA,,CS  570,
Computer Architecture,CPE 514WS,12043,3,3,0,0,O,2019-08-26Z,2019-12-20Z,Peyrovian R,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,CS  570,
Digital & Comp Sys Architecture,CPE 517A,10442,3,3,35,36,C,2019-08-26Z,2019-12-20Z,Liu H,2019F,R,11:30:00Z,14:00:00Z,Castle Point,NB,105,LEC,NA,NA,NA,NA
Intro Autonomous Mobile Robots,CPE 521A,10443,3,3,30,15,O,2019-08-26Z,2019-12-20Z,Guo Y,2019F,T,8:30:00Z,11:00:00Z,Castle Point,P,216,LEC,NA,NA,NA,NA
Digital Signal Processing,CPE 548A,10445,3,3,0,1,O,2019-08-26Z,2019-12-20Z,Li H,2019F,T,8:30:00Z,11:00:00Z,Castle Point,BC,203,LEC,NA,NA,NA,NA
Digital Signal Processing,CPE 548WS,11894,3,3,0,1,O,2019-08-26Z,2019-12-20Z,Li H,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Computer Organization & Progmng,CPE 550A,10446,3,3,0,7,O,2019-08-26Z,2019-12-20Z,Banduk E,2019F,M,5:00:00Z,7:30:00Z,Castle Point,BC,104,LEC,NA,NA,NA,NA
Computer Organization & Progmng,CPE 550W1,12047,3,3,0,8,C,2019-08-26Z,2019-12-20Z,Banduk E,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Computer Organization & Progmng,CPE 550WS,12048,3,3,0,10,O,2019-08-26Z,2019-12-20Z,Banduk E,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Engineering Programming: Python,CPE 551A,10447,3,3,0,8,C,2019-08-26Z,2019-12-20Z,Aydore S,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,319,LEC,NA,NA,NA,NA
Engineering Programming: Java,CPE 552A,10448,3,3,0,15,C,2019-08-26Z,2019-12-20Z,Kruger D,2019F,F,11:00:00Z,13:30:00Z,Castle Point,BC,320,LEC,NA,NA,NA,NA
Real-Time and Embedded Systems,CPE 555A,10449,3,3,30,30,C,2019-08-26Z,2019-12-20Z,Winters J,2019F,R,14:30:00Z,17:00:00Z,Castle Point,B,715,LEC,NA,NA,NA,NA
Comp Princ Mobile & Embedded Sys,CPE 556A,10450,3,3,0,10,O,2019-08-26Z,2019-12-20Z,Chen Y,2019F,T,11:30:00Z,14:00:00Z,Castle Point,BC,220,LEC,NA,NA,NA,NA
Computer Vision,CPE 558A,12051,3,3,0,3,O,2019-08-26Z,2019-12-20Z,Dunn E,2019F,R,14:30:00Z,17:00:00Z,Castle Point,GS,021,LEC,NA,,,
Medical Instrumentation&Imaging,CPE 585WS,12015,3,3,0,2,O,2019-08-26Z,2019-12-20Z,Man H,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Algorithms,CPE 590A,12053,3,3,0,2,C,2019-08-26Z,2019-12-20Z,Tsekourakis I,2019F,W,14:30:00Z,17:00:00Z,Castle Point,GS,021,LEC,NA,,CS  501,
Algorithms,CPE 590WS,12054,3,3,0,0,X,2019-08-26Z,2019-12-20Z,Pfeffer D,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,CS  501,
Applied Data Struct. & Algor.,CPE 593A,10451,3,3,40,26,O,2019-08-26Z,2019-12-20Z,Kruger D,2019F,T,8:30:00Z,11:00:00Z,Castle Point,X,106,LEC,NA,NA,NA,NA
Applied Data Struct. & Algor.,CPE 593B,10452,3,3,40,34,O,2019-08-26Z,2019-12-20Z,Kruger D,2019F,T,14:30:00Z,17:00:00Z,Castle Point,M,103,LEC,NA,NA,NA,NA
Curricular Practical Training,CPE 599A,10453,1,3,0,3,O,2019-08-26Z,2019-12-20Z,Tavassolian N,2019F,TBA,NA,NA,Castle Point,OFF,TBA,PRA,NA,,,
Adv. Algorithm Dsgn & Implement,CPE 600A,10454,3,3,0,1,C,2019-08-26Z,2019-12-20Z,Peyrovian R,2019F,M,11:00:00Z,13:30:00Z,Castle Point,GS,021,LEC,NA,,,
Adv. Algorithm Dsgn & Implement,CPE 600WS,12055,3,3,0,0,O,2019-08-26Z,2019-12-20Z,Peyrovian R,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Applied Discrete Mathematics,CPE 602A,10455,3,3,30,27,O,2019-08-26Z,2019-12-20Z,Subbalakshmi K,2019F,R,11:30:00Z,14:00:00Z,Castle Point,BC,310,LEC,NA,,,
Applied Modeling & Optimization,CPE 608A,12271,3,3,0,3,O,2019-08-26Z,2019-12-20Z,Chandramouli R,2019F,R,11:30:00Z,14:00:00Z,Castle Point,BC,319,LEC,NA,,,
Fundamentals of Systems Eng.,CPE 625A,10456,3,3,0,1,O,2019-08-26Z,2019-12-20Z,Hole E,2019F,T,14:30:00Z,17:00:00Z,Castle Point,B,514,LEC,NA,NA,NA,NA
Fundamentals of Systems Eng.,CPE 625WS,12088,3,3,0,0,O,2019-08-26Z,2019-12-20Z,Stevens L,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Pattern Recognition & Classific.,CPE 646A,10457,3,3,48,43,O,2019-08-26Z,2019-12-20Z,Man H,2019F,F,8:00:00Z,10:30:00Z,Castle Point,C,316,LEC,NA,,,
Design&Anal Intelligent Net Sys,CPE 654WS,11898,3,3,50,2,O,2019-08-26Z,2019-12-20Z,Lawrence V,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Computer & Information Networks,CPE 679A,10459,3,3,30,0,X,2019-08-26Z,2019-12-20Z,Song M,2019F,M,8:00:00Z,10:30:00Z,Castle Point,,,LEC,NA,,,
Introduction to VLSI Design,CPE 690A,10460,3,3,30,16,O,2019-08-26Z,2019-12-20Z,Feng Z,2019F,F,11:00:00Z,13:30:00Z,Castle Point,E,231,LEC,NA,,,
Introduction to VLSI Design,CPE 690WS,11899,3,3,50,12,O,2019-08-26Z,2019-12-20Z,Ackland B,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Information Systems Security,CPE 691WS,11900,3,3,50,4,O,2019-08-26Z,2019-12-20Z,McNair B,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Applied Machine Learning,CPE 695A,10461,3,3,49,37,C,2019-08-26Z,2019-12-20Z,Yu S,2019F,W,14:30:00Z,17:00:00Z,Castle Point,C,316,LEC,NA,,,
Applied Machine Learning,CPE 695WS,12368,3,3,40,39,O,2019-08-26Z,2019-12-20Z,Yu S,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
CPE Co-Op Education Project,CPE 701A,10462,0,0,999,0,O,2019-08-26Z,2019-12-20Z,Ruiz C,2019F,TBA,NA,NA,Castle Point,OFF,TBA,PRA,NA,,,
Special Prob in Comp Eng (M.Eng),CPE 800A,10463,1,6,49,3,O,2019-08-26Z,2019-12-20Z,Song M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob in Comp Eng (M.Eng),CPE 800B,12523,1,6,0,0,X,2019-08-26Z,2019-12-20Z,Yu S,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Special Prob in Comp Eng (M.Eng),CPE 800C,12562,1,6,30,0,O,2019-08-26Z,2019-12-20Z,Kruger D,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Problems in CPE (Ph.D.),CPE 801A,10465,1,6,999,2,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Problems in CPE (Ph.D.),CPE 801B,12555,1,6,30,1,O,2019-08-26Z,2019-12-20Z,Yu S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis in Comp Engineer (M.Eng),CPE 900B,10466,1,10,30,2,O,2019-08-26Z,2019-12-20Z,Man H,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis in Comp Engineer (M.Eng),CPE 900C,10467,1,10,30,0,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis in Comp Engineer (C.ENG),CPE 900D,12561,1,10,0,1,C,2019-08-26Z,2019-12-20Z,Feng Z,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Computer Engineer Design Project,CPE 950A,10468,1,15,30,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Comp Engineer (Ph.D),CPE 960A,12347,1,9,0,2,C,2019-08-26Z,2019-12-20Z,Feng Z,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Comp Engineer (Ph.D),CPE 960B,10469,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Sabau S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Comp Engineer (Ph.D),CPE 960C,12480,1,9,0,3,C,2019-08-26Z,2019-12-20Z,Yao Y,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Comp Engineer (Ph.D),CPE 960D,12496,1,12,0,0,C,2019-08-26Z,2019-12-20Z,Strauf S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Comp Engineer (Ph.D),CPE 960E,12503,1,12,0,2,C,2019-08-26Z,2019-12-20Z,Yu S,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Research in Comp Engineer (Ph.D),CPE 960F,12508,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Comaniciu C,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Research in Comp Engineer (Ph.D),CPE 960G,12543,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Aydore S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Comp Engineer (Ph.D),CPE 960H,12570,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Man H,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Comp Engineer (Ph.D),CPE 960I,12601,1,60,0,2,C,2019-08-26Z,2019-12-20Z,Liu H,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Comp Engineer (Ph.D),CPE 960J,12605,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Subbalakshmi K,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Intro to Scientific Computing,CS 105A,10470,3,3,50,45,O,2019-08-26Z,2019-12-20Z,Banduk E,2019F,TR,4:00:00Z,4:50:00Z,Castle Point,GS,216,LEC,NA,,,
Intro to Scientific Computing,CS 105B,10471,3,3,50,39,O,2019-08-26Z,2019-12-20Z,Banduk E,2019F,TR,5:30:00Z,6:20:00Z,Castle Point,GS,216,LEC,NA,,,
Intro to Scientific Computing,CS 105LA,10472,0,0,25,23,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,F,6:00:00Z,7:50:00Z,Castle Point,M,105,LAB,NA,,,
Intro to Scientific Computing,CS 105LB,10473,0,0,25,25,C,2019-08-26Z,2019-12-20Z,Staff A,2019F,F,8:00:00Z,9:40:00Z,Castle Point,M,105,LAB,NA,,,
Intro to Scientific Computing,CS 105LC,10474,0,0,25,18,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,F,10:00:00Z,11:50:00Z,Castle Point,NB,102,LAB,NA,,,
Intro to Scientific Computing,CS 105LD,10475,0,0,25,18,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,F,10:00:00Z,11:50:00Z,Castle Point,M,105,LAB,NA,,,
Creative Prob Solving Computing,CS 110A,10476,3,3,50,49,O,2019-08-26Z,2019-12-20Z,Bozdog D,2019F,M,7:00:00Z,7:50:00Z,Castle Point,K,228,LEC,NA,,,
Creative Prob Solving Computing,CS 110B,10477,3,3,50,48,O,2019-08-26Z,2019-12-20Z,Kazeem O,2019F,MW,8:00:00Z,8:50:00Z,Castle Point,GS,122,LEC,NA,,,
Creative Prob Solving Computing,CS 110LA,10478,0,0,25,26,C,2019-08-26Z,2019-12-20Z,Staff A,2019F,F,6:00:00Z,7:40:00Z,Castle Point,BC,203,LAB,NA,,,
Creative Prob Solving Computing,CS 110LB,10479,0,0,25,25,C,2019-08-26Z,2019-12-20Z,Staff A,2019F,F,8:00:00Z,9:40:00Z,Castle Point,B,714,LAB,NA,,,
Creative Prob Solving Computing,CS 110LC,10480,0,0,25,25,C,2019-08-26Z,2019-12-20Z,STAFF,2019F,F,10:00:00Z,11:40:00Z,Castle Point,P,218,LAB,NA,,,
Creative Prob Solving Computing,CS 110LD,10481,0,0,25,21,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,F,10:00:00Z,11:50:00Z,Castle Point,P,220,LAB,NA,,,
Intro to Computer Science,CS 115A,10482,4,4,1,55,C,2019-08-26Z,2019-12-20Z,Naumann D,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,GS,216,LEC,NA,,,
Intro to Computer Science,CS 115B,10483,4,4,1,64,C,2019-08-26Z,2019-12-20Z,Nicolosi A,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,NB,105,LEC,NA,,,
Intro to Computer Science,CS 115C,10484,4,4,1,66,C,2019-08-26Z,2019-12-20Z,Nicolosi A,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,NB,105,LEC,NA,,,
Intro to Computer Science,CS 115CE,12577,4,4,0,1,C,2019-08-26Z,2019-12-20Z,Borowski B,2019F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intro to Computer Science,CS 115D,10485,4,4,1,68,C,2019-08-26Z,2019-12-20Z,Varadarajan R,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,B,118,LEC,NA,,,
Intro to Computer Science,CS 115LA,10486,0,0,22,20,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,W,14:30:00Z,16:20:00Z,Castle Point,P,216,LAB,NA,,,
Intro to Computer Science,CS 115LB,10487,0,0,22,21,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,R,4:00:00Z,5:50:00Z,Castle Point,M,205,LAB,NA,,,
Intro to Computer Science,CS 115LC,10488,0,0,22,22,C,2019-08-26Z,2019-12-20Z,STAFF,2019F,R,6:00:00Z,7:50:00Z,Castle Point,E,329,LAB,NA,,,
Intro to Computer Science,CS 115LD,10489,0,0,22,24,C,2019-08-26Z,2019-12-20Z,Staff A,2019F,R,8:30:00Z,10:20:00Z,Castle Point,BC,203,LAB,NA,,,
Intro to Computer Science,CS 115LE,10490,0,0,22,21,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,R,10:30:00Z,12:20:00Z,Castle Point,BC,204,LAB,NA,,,
Intro to Computer Science,CS 115LF,10491,0,0,22,20,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,R,15:00:00Z,16:50:00Z,Castle Point,M,205,LAB,NA,,,
Intro to Computer Science,CS 115LG,10492,0,0,22,23,C,2019-08-26Z,2019-12-20Z,STAFF,2019F,W,14:30:00Z,16:20:00Z,Castle Point,M,105,LAB,NA,,,
Intro to Computer Science,CS 115LH,10493,0,0,22,19,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,R,4:00:00Z,5:50:00Z,Castle Point,BC,210,LAB,NA,,,
Intro to Computer Science,CS 115LI,10494,0,0,22,20,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,R,6:00:00Z,7:50:00Z,Castle Point,M,205,LAB,NA,,,
Intro to Computer Science,CS 115LJ,10495,0,0,22,21,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,R,8:30:00Z,10:20:00Z,Castle Point,P,216,LAB,NA,,,
Intro to Computer Science,CS 115LK,10496,0,0,22,19,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,R,10:30:00Z,12:20:00Z,Castle Point,A,501,LAB,NA,,,
Intro to Computer Science,CS 115LL,10497,0,0,22,23,C,2019-08-26Z,2019-12-20Z,STAFF,2019F,R,15:00:00Z,16:50:00Z,Castle Point,GS,123,LAB,NA,,,
Discrete Structures,CS 135A,10498,4,4,100,97,O,2019-08-26Z,2019-12-20Z,Bhatt S,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,BC,122,LEC,NA,,,
Discrete Structures,CS 135LA,10499,0,0,20,20,C,2019-08-26Z,2019-12-20Z,Staff A,2019F,T,10:30:00Z,12:10:00Z,Castle Point,A,501,LAB,NA,,,
Discrete Structures,CS 135LB,10500,0,0,22,21,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,T,6:00:00Z,7:40:00Z,Castle Point,P,220,LAB,NA,,,
Discrete Structures,CS 135LC,10501,0,0,20,12,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,T,8:30:00Z,10:10:00Z,Castle Point,E,230,LAB,NA,,,
Discrete Structures,CS 135LD,10502,0,0,21,20,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,T,10:30:00Z,12:10:00Z,Castle Point,B,514,LAB,NA,,,
Discrete Structures,CS 135LE,12113,0,0,20,21,C,2019-08-26Z,2019-12-20Z,STAFF,2019F,T,15:00:00Z,16:40:00Z,Castle Point,M,205,LAB,NA,,,
Intro to Web Prgming & Web Dev,CS 146A,10503,3,3,60,61,C,2019-08-26Z,2019-12-20Z,Hill P,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,GS,122,LEC,NA,NA,NA,NA
Intro to Web Prgming & Web Dev,CS 146B,10504,3,3,60,51,O,2019-08-26Z,2019-12-20Z,Hill P,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,GS,122,LEC,NA,NA,NA,NA
Intro to Web Prgming & Web Dev,CS 146C,10505,3,3,60,57,O,2019-08-26Z,2019-12-20Z,Hill P,2019F,T,10:00:00Z,11:15:00Z,Castle Point,K,228,LEC,NA,NA,NA,NA
Intro to Web Prgming & Web Dev,CS 146D,10506,3,3,60,59,O,2019-08-26Z,2019-12-20Z,Dunn E,2019F,TR,11:30:00Z,12:45:00Z,Castle Point,K,228,LEC,NA,NA,NA,NA
Data Structures,CS 284A,10511,4,4,60,55,O,2019-08-26Z,2019-12-20Z,Bonelli E,2019F,MWF,10:00:00Z,10:50:00Z,Castle Point,GS,216,LEC,NA,,,
Data Structures,CS 284RA,10512,0,0,30,29,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,F,11:00:00Z,11:50:00Z,Castle Point,BC,202,RCT,NA,,,
Data Structures,CS 284RB,10513,0,0,30,26,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,F,12:00:00Z,12:50:00Z,Castle Point,BC,204,RCT,NA,,,
Introduction to IT Security,CS 306A,10514,4,4,60,63,C,2019-08-26Z,2019-12-20Z,Triandopoulos N,2019F,T,10:00:00Z,12:30:00Z,Castle Point,NB,105,LEC,NA,,MA  134,
Introduction to IT Security,CS 306B,10515,4,4,60,62,C,2019-08-26Z,2019-12-20Z,Triandopoulos N,2019F,T,14:30:00Z,17:00:00Z,Castle Point,GS,216,LEC,NA,,MA  134,
Introduction to IT Security,CS 306LA,10516,0,0,20,0,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,R,4:00:00Z,4:50:00Z,Castle Point,E,229A,LAB,NA,,MA  134,
Introduction to IT Security,CS 306LB,10517,0,0,20,26,C,2019-08-26Z,2019-12-20Z,,2019F,R,5:30:00Z,6:20:00Z,Castle Point,E,229,LAB,NA,,MA  134,
Introduction to IT Security,CS 306LC,10518,0,0,20,22,C,2019-08-26Z,2019-12-20Z,Staff A,2019F,R,7:00:00Z,7:50:00Z,Castle Point,E,231,LAB,NA,,MA  134,
Introduction to IT Security,CS 306LD,10519,0,0,20,23,C,2019-08-26Z,2019-12-20Z,Staff A,2019F,R,8:30:00Z,9:20:00Z,Castle Point,D,242,LAB,NA,,MA  134,
Introduction to IT Security,CS 306LE,10520,0,0,20,25,C,2019-08-26Z,2019-12-20Z,Staff A,2019F,R,10:00:00Z,10:50:00Z,Castle Point,BC,220,LAB,NA,,MA  134,
Introduction to IT Security,CS 306LF,10521,0,0,20,27,C,2019-08-26Z,2019-12-20Z,Staff A,2019F,R,11:30:00Z,12:20:00Z,Castle Point,BC,210,LAB,NA,,MA  134,
