Title,Section,call_number,MinCredit,MaxCredit,MaxEnrollment,Cur_Enroll,Status,StartDate,EndDate,Instructor,Term,Meeting_day,start_time,end_time,site,Building,Room,Activity,control,Argument,value,Operator 
Economics for Managers,MGT 606WZ,11961,3,3,35,29,O,2019-09-05Z,2019-12-05Z,Saad-Lessler J,2019F,R,14:00:00Z,16:45:00Z,WZ,OFF,CLOSED,LEC,NA,NA,NA,NA
Project Management Fundamentals,MGT 609A,11427,3,3,35,35,C,2019-08-26Z,2019-12-20Z,Chlopak D,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,321,LEC,NA,,,
Project Management Fundamentals,MGT 609B,11428,3,3,35,35,C,2019-08-26Z,2019-12-20Z,Iyer S,2019F,T,11:30:00Z,14:00:00Z,Castle Point,BC,219,LEC,NA,,,
Project Management Fundamentals,MGT 609C,11429,3,3,35,35,C,2019-08-26Z,2019-12-20Z,Zotti R,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,220,LEC,NA,,,
Project Management Fundamentals,MGT 609D,11430,3,3,35,36,C,2019-08-26Z,2019-12-20Z,Lewski M,2019F,T,14:30:00Z,17:00:00Z,Castle Point,BC,310,LEC,NA,,,
Project Management Fundamentals,MGT 609WS,11962,3,3,50,21,O,2019-08-26Z,2019-12-20Z,Maltz A,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Strategic Perspectives Proj Mgt,MGT 610A,11431,3,3,24,22,O,2019-08-26Z,2019-12-20Z,Cohen M,2019F,W,14:30:00Z,17:00:00Z,Castle Point,A,501,LEC,NA,,,
Strategic Perspectives Proj Mgt,MGT 610W0,11432,3,3,24,11,O,2019-08-26Z,2019-12-20Z,Cohen M,2019F,W,14:30:00Z,17:00:00Z,W0,A,501,LEC,NA,,,
Project Analytics,MGT 611CU,12157,3,3,60,48,O,2019-08-26Z,2019-12-20Z,Ben-Zvi T,2019F,TBA,NA,NA,CU,OFF,CLOSED,LEC,NA,,,
Leader Development,MGT 612A,11433,3,3,35,28,O,2019-08-26Z,2019-12-20Z,Holahan P,2019F,R,14:30:00Z,17:00:00Z,Castle Point,P,116,LEC,NA,,,
Leader Development,MGT 612MX1,12158,3,3,24,15,O,2019-08-26Z,2019-10-11Z,Dominick P,2019F,M,5:00:00Z,7:30:00Z,Castle Point,BC,203,LEC,NA,NA,NA,NA
Leader Development,MGT 612WS,11963,3,3,50,44,O,2019-08-26Z,2019-12-20Z,Lombardi D,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Project Portfolio Mgt & Office,MGT 613WS,11964,3,3,50,18,O,2019-08-26Z,2019-12-20Z,Maltz A,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Advanced Project Management,MGT 614CU,12159,3,3,60,48,O,2019-08-26Z,2019-12-20Z,Ben-Zvi T,2019F,TBA,NA,NA,CU,OFF,CLOSED,LEC,NA,,,
Leading Across Projects,MGT 619A,11434,3,3,35,9,O,2019-08-26Z,2019-12-20Z,Dominick P,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,532B,LEC,NA,,,
Statistical Models,MGT 620WS,11965,3,3,50,0,X,2019-08-26Z,2019-12-20Z,Anderson R,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Managerial Judgment/Decision-Mkg,MGT 635WS,11967,3,3,50,21,O,2019-08-26Z,2019-12-20Z,Reilly R,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Marketing Management,MGT 641A,11435,3,3,35,30,O,2019-08-26Z,2019-12-20Z,Lynn G,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,202,LEC,NA,,,
Marketing Management,MGT 641CU,12160,3,3,50,42,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,CU,OFF,CLOSED,LEC,NA,NA,NA,NA
Marketing Management,MGT 641MX1,12161,3,3,24,15,O,2019-08-26Z,2019-10-11Z,Lynn G,2019F,R,5:00:00Z,7:30:00Z,Castle Point,BC,203,LEC,NA,NA,NA,NA
Marketing Management,MGT 641PF,12162,3,3,35,12,O,2019-09-05Z,2019-12-05Z,Lynn G,2019F,T,13:40:00Z,16:20:00Z,P3,OFF,CLOSED,LEC,NA,NA,NA,NA
Marketing Management,MGT 641WS,11968,3,3,50,0,X,2019-08-26Z,2019-12-20Z,Lynn G,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Operations Management,MGT 657A,11436,3,3,35,16,O,2019-08-26Z,2019-12-20Z,Vazacopoulos A,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,204,LEC,NA,,,
Operations Management,MGT 657WS,11969,3,3,50,14,O,2019-08-26Z,2019-12-20Z,Vazacopoulos A,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Discvr & Exploit Entrpnul Opport,MGT 663MX2,12163,3,3,24,15,O,2019-10-14Z,2019-12-06Z,Chen Y,2019F,M,5:00:00Z,7:30:00Z,Castle Point,BC,203,LEC,NA,NA,NA,NA
Discvr & Exploit Entrpnul Opport,MGT 663PZ1,12164,3,3,35,27,O,2019-09-03Z,2019-12-03Z,Gallucci F,2019F,T,13:15:00Z,15:50:00Z,PZ,OFF,CLOSED,LEC,NA,NA,NA,NA
Discvr & Exploit Entrpnul Opport,MGT 663PZ2,12247,3,3,30,22,O,2019-09-05Z,2019-12-05Z,Gallucci F,2019F,R,13:15:00Z,15:50:00Z,P2,OFF,CLOSED,LEC,NA,NA,NA,NA
Discvr & Exploit Entrpnul Opport,MGT 663WS,11970,3,3,50,23,O,2019-08-26Z,2019-12-20Z,Gallucci F,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Technology & Innovation Mgt.,MGT 671A,11437,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,R,14:30:00Z,17:00:00Z,Castle Point,,,LEC,NA,,,
Technology & Innovation Mgt.,MGT 671JP,12165,3,3,37,24,O,2019-09-04Z,2019-12-04Z,Frank M,2019F,W,13:15:00Z,16:00:00Z,JP,OFF,CLOSED,LEC,NA,,,
Organizational Behavior & Design,MGT 689A,11438,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Holahan P,2019F,M,14:15:00Z,16:45:00Z,Castle Point,,,LEC,NA,,,
Organizational Behavior & Design,MGT 689B,11439,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Holahan P,2019F,R,14:30:00Z,17:00:00Z,Castle Point,,,LEC,NA,,,
Organizational Behavior & Design,MGT 689CU,12405,3,3,50,42,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,CU,N/A,N/A,LEC,NA,,,
Organizational Behavior & Design,MGT 689WS,11973,3,3,50,49,O,2019-08-26Z,2019-12-20Z,Aronson Z,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Strategic Management,MGT 699A,11440,3,3,35,26,O,2019-08-26Z,2019-12-20Z,Mithani M,2019F,T,14:30:00Z,17:00:00Z,Castle Point,P,220,LEC,NA,,,
Strategic Management,MGT 699CU,12166,3,3,40,25,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,CU,OFF,CLOSED,LEC,NA,,MGT 600,
Strategic Management,MGT 699WS,11974,3,3,50,0,X,2019-08-26Z,2019-12-20Z,Mithani M,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Strategic Management,MGT 699WZ,12167,3,3,50,38,O,2019-09-04Z,2019-12-04Z,Murphy A,2019F,W,13:30:00Z,16:15:00Z,WZ,OFF,CLOSED,LEC,NA,,MGT 600,
Econometrics,MGT 700A,11441,3,3,40,38,O,2019-08-26Z,2019-12-20Z,Ghoddusi H,2019F,T,14:30:00Z,17:00:00Z,Castle Point,BC,321,LEC,NA,,,
Curricular Practical Training,MGT 702A,11442,1,3,999,1,O,2019-08-26Z,2019-12-20Z,Rothschild B,2019F,TBA,NA,NA,Castle Point,OFF,TBA,PRA,NA,,,
Research Design,MGT 719A,11443,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,TBA,NA,NA,Castle Point,,,LEC,NA,,,
SocialNetworkAnalysisResearchSem,MGT 786A,11444,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,TBA,NA,NA,Castle Point,,,LEC,NA,,,
Spec. Prob. in Mgmt (MS),MGT 800A,11445,1,6,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob in Management (PhD),MGT 801A,11446,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Wu Y,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob in Management (PhD),MGT 801B,11447,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Holahan P,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob in Management (PhD),MGT 801C,12366,1,6,0,1,C,2019-08-26Z,2019-12-20Z,Lindberg A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Project Management Examination,MGT 803A,12418,3,3,5,5,C,2019-08-26Z,2019-12-20Z,Lechler T,2019F,TBA,NA,NA,Castle Point,N/A,N/A,QUZ,NA,,,
Business of Science Credit,MGT 804A,12291,3,3,10,9,O,2019-08-26Z,2019-12-20Z,Asakiewicz C,2019F,TBA,NA,NA,Castle Point,N/A,N/A,QUZ,NA,,,
Special Topics in Management,MGT 810A,11449,3,60,5,3,O,2019-08-26Z,2019-12-20Z,Parfett M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Topics in Management,MGT 810B,11450,3,60,5,3,O,2019-08-26Z,2019-12-20Z,Gallucci F,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Topics in Management,MGT 810C,11451,3,60,5,3,O,2019-08-26Z,2019-12-20Z,Chicles A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Topics in Management,MGT 810D,11452,3,60,5,0,O,2019-08-26Z,2019-12-20Z,Staff A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Writing Tutorial,MGT 897A,11453,0,0,999,0,O,2019-08-26Z,2019-12-20Z,Stein A,2019F,TBA,NA,NA,Castle Point,OFF,WEB,LEC,NA,,,
Written Communications,MGT 898A,11454,0,0,999,0,O,2019-08-26Z,2019-12-20Z,Stein A,2019F,TBA,NA,NA,Castle Point,OFF,WEB,QUZ,NA,,,
Ethics Quiz,MGT 899A,11455,0,0,9999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,OFF,WEB,QUZ,NA,,,
Thesis in Management(MS),MGT 900A,11456,1,12,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Mgmt. (PHD),MGT 960A,11457,1,60,999,1,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Mgmt. (PHD),MGT 960B,11458,1,60,999,0,O,2019-08-26Z,2019-12-20Z,Henry E,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Mgmt. (PHD),MGT 960C,11459,1,60,999,0,O,2019-08-26Z,2019-12-20Z,Moazeni S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Mgmt. (PHD),MGT 960D,12510,1,12,0,2,C,2019-08-26Z,2019-12-20Z,Wu Y,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Research in Mgmt. (PHD),MGT 960E,12509,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Creamer G,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Research in Mgmt. (PHD),MGT 960F,12505,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Bonini S,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Research in Mgmt. (PHD),MGT 960G,12506,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Suchow J,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Research in Mgmt. (PHD),MGT 960H,12507,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Mai F,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Research in Mgmt. (PHD),MGT 960I,12549,1,60,0,2,C,2019-08-26Z,2019-12-20Z,Banerjee S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Mgmt. (PHD),MGT 960J,12563,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Murphy A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Mgmt. (PHD),MGT 960K,12564,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Lee C,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Mgmt. (PHD),MGT 960L,12619,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Liu R,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Fundamentals of Info Systems,MIS 201A,11460,4,4,65,65,C,2019-08-26Z,2019-12-20Z,zur Muehlen M,2019F,T,6:00:00Z,7:50:00Z,Castle Point,E,222,LEC,NA,,,
Fundamentals of Info Systems,MIS 201B,11461,4,4,65,54,O,2019-08-26Z,2019-12-20Z,zur Muehlen M,2019F,T,10:00:00Z,11:50:00Z,Castle Point,BC,122,LEC,NA,,,
Fundamentals of Info Systems,MIS 201RA,12185,0,0,30,18,O,2019-08-26Z,2019-12-20Z,zur Muehlen M,2019F,R,4:00:00Z,5:15:00Z,Castle Point,BC,110,RCT,NA,,,
Fundamentals of Info Systems,MIS 201RB,12186,0,0,30,23,O,2019-08-26Z,2019-12-20Z,zur Muehlen M,2019F,R,5:25:00Z,6:40:00Z,Castle Point,BC,110,RCT,NA,,,
Fundamentals of Info Systems,MIS 201RC,12187,0,0,30,30,C,2019-08-26Z,2019-12-20Z,zur Muehlen M,2019F,R,7:00:00Z,8:15:00Z,Castle Point,BC,110,RCT,NA,,,
Fundamentals of Info Systems,MIS 201RD,12188,0,0,30,26,O,2019-08-26Z,2019-12-20Z,zur Muehlen M,2019F,R,8:25:00Z,9:40:00Z,Castle Point,BC,110,RCT,NA,,,
Fundamentals of Info Systems,MIS 201RE,12189,0,0,30,22,O,2019-08-26Z,2019-12-20Z,zur Muehlen M,2019F,R,10:00:00Z,11:15:00Z,Castle Point,BC,110,RCT,NA,,,
Strategic Issues in IT Mgt.,MIS 460A,11467,3,3,30,29,O,2019-08-26Z,2019-12-20Z,Parfett M,2019F,TR,13:00:00Z,14:15:00Z,Castle Point,BC,320,LEC,NA,NA,NA,NA
Strategic Issues in IT Mgt.,MIS 460B,11468,3,3,45,0,X,2019-08-26Z,2019-12-20Z,Parfett M,2019F,R,14:30:00Z,17:00:00Z,Castle Point,,,LEC,NA,NA,NA,NA
Analysis & Devel of Info Systs,MIS 620A,11469,3,3,40,0,X,2019-08-26Z,2019-12-20Z,Ens R,2019F,M,14:15:00Z,16:45:00Z,Castle Point,,,LEC,NA,,,
Data Management,MIS 630A,11471,3,3,40,38,O,2019-08-26Z,2019-12-20Z,Morabito J,2019F,T,14:30:00Z,17:00:00Z,Castle Point,BC,320,LEC,NA,,,
Data Management,MIS 630B,11472,3,3,40,40,C,2019-08-26Z,2019-12-20Z,Morabito J,2019F,T,11:30:00Z,14:00:00Z,Castle Point,B,430,LEC,NA,,,
Data Management,MIS 630C,12449,3,3,27,26,O,2019-08-26Z,2019-12-20Z,Rohmeyer P,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,204,LEC,NA,,,
Data Management,MIS 630WS,11976,3,3,50,21,O,2019-08-26Z,2019-12-20Z,Morabito J,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Data Management,MIS 630WZ,12365,3,3,50,34,O,2019-09-04Z,2019-12-04Z,Rohmeyer P,2019F,W,14:00:00Z,16:45:00Z,WZ,OFF,CLOSED,LEC,NA,,,
Designing the Knowledge Org.,MIS 635A,11473,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Morabito J,2019F,M,14:15:00Z,16:45:00Z,Castle Point,,,LEC,NA,,,
Data Warehousing/Busi. Intel.,MIS 636A,11474,3,3,40,35,O,2019-08-26Z,2019-12-20Z,Morabito J,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,321,LEC,NA,,,
Data Warehousing/Busi. Intel.,MIS 636B,11475,3,3,35,30,O,2019-08-26Z,2019-12-20Z,Morabito J,2019F,W,8:30:00Z,11:00:00Z,Castle Point,BC,304,LEC,NA,,,
Data Warehousing/Busi. Intel.,MIS 636C,11476,3,3,30,29,O,2019-08-26Z,2019-12-20Z,Morabito J,2019F,M,11:00:00Z,13:30:00Z,Castle Point,BC,204,LEC,NA,,,
Data Warehousing/Busi. Intel.,MIS 636D,11477,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,M,14:15:00Z,16:45:00Z,Castle Point,,,LEC,NA,,,
Data Warehousing/Busi. Intel.,MIS 636WS,11977,3,3,50,0,X,2019-08-26Z,2019-12-20Z,Morabito J,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Data Analytics&Machine Learning,MIS 637A,11478,3,3,35,11,O,2019-08-26Z,2019-12-20Z,Daneshmand M,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,220,LEC,NA,,,
Data Analytics&Machine Learning,MIS 637B,11479,3,3,35,34,O,2019-08-26Z,2019-12-20Z,Daneshmand M,2019F,R,11:30:00Z,14:00:00Z,Castle Point,BC,220,LEC,NA,,,
Data Analytics&Machine Learning,MIS 637WS,11979,3,3,50,23,O,2019-08-26Z,2019-12-20Z,Daneshmand M,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Supply Chain Mgt. & Strategy,MIS 690WS,11980,3,3,50,0,X,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Supply Chain Mgt. & Strategy,MIS 690WZ,12168,3,3,50,22,O,2019-09-04Z,2019-12-04Z,Asakiewicz C,2019F,W,8:00:00Z,10:30:00Z,WZ,OFF,CLOSED,LEC,NA,NA,NA,NA
Supply Chain Mgt. & Strategy,MIS 690WZ1,12169,3,3,50,23,O,2019-09-04Z,2019-12-04Z,Asakiewicz C,2019F,W,15:00:00Z,17:45:00Z,WZ,OFF,CLOSED,LEC,NA,NA,NA,NA
Managing Emerging Info Tech,MIS 699A,11480,3,3,60,58,O,2019-08-26Z,2019-12-20Z,Frank M,2019F,R,14:30:00Z,17:00:00Z,Castle Point,P,120,LEC,NA,,,
Managing Emerging Info Tech,MIS 699B,11481,3,3,40,40,C,2019-08-26Z,2019-12-20Z,Lindberg A,2019F,W,8:30:00Z,11:00:00Z,Castle Point,BC,321,LEC,NA,,,
Managing Emerging Info Tech,MIS 699C,11482,3,3,35,0,X,2019-08-26Z,2019-12-20Z,STAFF,2019F,W,8:30:00Z,11:00:00Z,Castle Point,,,LEC,NA,,,
Managing Emerging Info Tech,MIS 699WS,11981,3,3,50,12,O,2019-08-26Z,2019-12-20Z,Kumar D,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Curricular Practical Training,MIS 702A,11483,1,3,999,34,O,2019-08-26Z,2019-12-20Z,zur Muehlen M,2019F,TBA,NA,NA,Castle Point,OFF,TBA,PRA,NA,,,
Process Innovation & Management,MIS 710A,11484,3,3,34,31,O,2019-08-26Z,2019-12-20Z,Stohr E,2019F,T,14:30:00Z,17:00:00Z,Castle Point,BC,220,LEC,NA,,,
Process Innovation & Management,MIS 710B,11485,3,3,35,30,O,2019-08-26Z,2019-12-20Z,Huang W,2019F,T,14:30:00Z,17:00:00Z,Castle Point,BC,110,LEC,NA,,,
Process Innovation & Management,MIS 710WS,11982,3,3,50,10,O,2019-08-26Z,2019-12-20Z,White S,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Advanced Business Process Mgt,MIS 712A,11486,3,3,35,33,O,2019-08-26Z,2019-12-20Z,zur Muehlen M,2019F,T,14:30:00Z,17:00:00Z,Castle Point,BC,203,LEC,NA,,,
Integrating IS Technologies,MIS 730A,11487,3,3,33,30,O,2019-08-26Z,2019-12-20Z,Wong W,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,310,LEC,NA,,,
Integrating IS Technologies,MIS 730WS,11983,3,3,50,18,O,2019-08-26Z,2019-12-20Z,Wong W,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
IT Strategy,MIS 760A,11488,3,3,35,29,O,2019-08-26Z,2019-12-20Z,Parfett M,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,219,LEC,NA,,,
IT Strategy,MIS 760B,11489,3,3,35,29,O,2019-08-26Z,2019-12-20Z,Parfett M,2019F,M,11:00:00Z,13:30:00Z,Castle Point,BC,219,LEC,NA,,,
IT Strategy,MIS 760NT,12170,3,3,32,16,O,2019-09-04Z,2019-12-04Z,Parfett M,2019F,W,13:20:00Z,16:10:00Z,NT,OFF,CLOSED,LEC,NA,NA,NA,NA
IT Strategy,MIS 760WS,11984,3,3,50,12,O,2019-08-26Z,2019-12-20Z,Parfett M,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Special Problems in MIS (MS),MIS 800A,11490,1,6,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis in MIS (MS),MIS 900A,12586,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Suchow J,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Intro Material Sci & Eng,MT 501A,11491,3,3,30,4,O,2019-08-26Z,2019-12-20Z,Lee W,2019F,T,10:00:00Z,11:15:00Z,Castle Point,B,118,LEC,NA,NA,NA,NA
Intro Material Sci & Eng,MT 501B,11492,3,3,30,0,O,2019-08-26Z,2019-12-20Z,Lee W,2019F,TR,11:30:00Z,12:45:00Z,Castle Point,,,LEC,NA,NA,NA,NA
Intro Microelectronics/Photonics,MT 507WS,12075,3,3,0,5,O,2019-08-26Z,2019-12-20Z,Pastore R,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Photonics I,MT 515A,11493,3,3,0,1,O,2019-08-26Z,2019-12-20Z,Hutt M,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,312,LEC,NA,,,
Composite Materials,MT 520A,11494,3,3,0,4,C,2019-08-26Z,2019-12-20Z,Pochiraju K,2019F,M,11:00:00Z,13:30:00Z,Castle Point,M,103,LEC,NA,NA,NA,NA
Chem/Material Eng Thermodynamics,MT 521A,11495,3,3,17,17,C,2019-08-26Z,2019-12-20Z,Du H,2019F,W,5:00:00Z,7:30:00Z,Castle Point,NB,101,LEC,NA,NA,NA,NA
Solar Energy: System Designs,MT 528A,12332,3,3,30,0,X,2019-08-26Z,2019-12-20Z,Cohn C,2019F,W,14:15:00Z,16:45:00Z,Castle Point,,,LEC,NA,,ME  518,
Intro Electron Microscop,MT 544A,11497,3,3,10,10,C,2019-08-26Z,2019-12-20Z,Chou T,2019F,M,8:00:00Z,10:30:00Z,Castle Point,BC,112,LEC,NA,NA,NA,NA
Solid State Electronics I,MT 561WS,12077,3,3,0,0,O,2019-08-26Z,2019-12-20Z,Pastore R,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Materials Sustainable Developmnt,MT 581A,12292,3,3,30,0,X,2019-08-26Z,2019-12-20Z,Sheppard K,2019F,M,11:00:00Z,13:30:00Z,Castle Point,,,LEC,NA,NA,NA,NA
Structure & Diffraction,MT 601A,11498,3,3,50,14,O,2019-08-26Z,2019-12-20Z,Qiu H,2019F,R,14:30:00Z,17:00:00Z,Castle Point,D,242,LEC,NA,,,
Thermodynamics of Reaction K & s,MT 603A,11499,3,3,0,5,O,2019-08-26Z,2019-12-20Z,Podkolzin S,2019F,M,14:15:00Z,16:45:00Z,Castle Point,X,414,LEC,NA,,,
Spec Topics in Materials Sci/Eng,MT 650A,11500,3,3,35,20,O,2019-08-26Z,2019-12-20Z,Tian F,2019F,W,9:00:00Z,10:50:00Z,Castle Point,B,715,LEC,NA,,,
Physical Design of Wire Comm Sys,MT 685WS,12061,3,3,0,0,O,2019-08-26Z,2019-12-20Z,McNair B,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Introduction to VLSI Design,MT 690A,11501,3,3,0,2,O,2019-08-26Z,2019-12-20Z,Feng Z,2019F,F,11:00:00Z,13:30:00Z,Castle Point,E,231,LEC,NA,,,
Introduction to VLSI Design,MT 690WS,12040,3,3,0,0,O,2019-08-26Z,2019-12-20Z,Ackland B,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Bio/Nano Photonics,MT 695A,11502,3,3,0,0,X,2019-08-26Z,2019-12-20Z,Tian F,2019F,M,8:00:00Z,10:45:00Z,Castle Point,,,LEC,NA,,,
Semr:Matr. Sci. & Engr'g,MT 700A,11503,0,0,0,3,O,2019-08-26Z,2019-12-20Z,Kim J,2019F,F,7:00:00Z,7:50:00Z,Castle Point,E,230,SEM,NA,,,
Curricular Practical Training,MT 707A,11504,1,3,0,1,O,2019-08-26Z,2019-12-20Z,Kovenklioglu S,2019F,TBA,NA,NA,Castle Point,OFF,TBA,LEC,NA,,,
Spec Prob Materials (MS),MT 800A,11505,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Shi Y,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials (MS),MT 800B,11506,1,6,999,1,O,2019-08-26Z,2019-12-20Z,Akcora P,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials (MS),MT 800C,11507,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Libera M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials (MS),MT 800D,11508,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Du H,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials (MS),MT 800E,11509,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Yu X,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials (MS),MT 800F,11510,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Yang E,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials (MS),MT 800G,11511,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Lee W,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials (MS),MT 800H,11512,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Wang H,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials (MS),MT 800I,12556,1,6,0,1,C,2019-08-26Z,2019-12-20Z,Lee S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials (MS),MT 800J,12558,1,6,0,1,C,2019-08-26Z,2019-12-20Z,Podkolzin S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Spec Prob Materials(PHD),MT 801A,11513,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Wang H,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Topics in MT,MT 810A,11514,3,60,30,0,O,2019-08-26Z,2019-12-20Z,Libera M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
